ResponseId,n_subtypes,Subtype,Name,Attributes
R_Y5FSLQUW5hQKGR3,30,Subtype01,Me at work,"Capable,Confident,Disagreeing,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Indecisive,Independent,Insecure,Intelligent,Interested,Irritable,Isolated,Lazy,Like a failure,Lovable,Needed,Organised,Sad and Blue,Self-centered,Successful,Tense,Uncomfortable,Weary"
R_Y5FSLQUW5hQKGR3,30,Subtype02,Me with friends,"Capable,Comfortable,Communicative,Confident,Disagreeing,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Interested,Irresponsible,Irritable,Lazy,Lovable,Needed,Optimistic,Self-centered,Successful,Tense,Uncomfortable"
R_Y5FSLQUW5hQKGR3,30,Subtype03,Me in public,"Disagreeing,Friendly,Immature,Indecisive,Inferior,Insecure,Interested,Irritable,Isolated,Sad and Blue,Tense,Uncomfortable,Weary"
R_Y5FSLQUW5hQKGR3,30,Subtype04,Me in private,"Capable,Comfortable,Confident,Energetic,Fun and Entertaining,Happy,Independent,Intelligent,Interested,Irresponsible,Lovable,Mature,Needed,Optimistic,Organised,Self-centered,Successful"
R_Y5FSLQUW5hQKGR3,30,Subtype05,Me meeting new people,"Disorganised,Immature,Indecisive,Inferior,Insecure,Tense"
R_Y5FSLQUW5hQKGR3,30,Subtype06,Me on social media,"Capable,Communicative,Confident,Immature,Indecisive,Intelligent,Irresponsible,Like a failure,Needed,Self-centered,Tense,Uncomfortable,Unloved"
R_Y5FSLQUW5hQKGR3,30,Subtype07,Me playing guitar,"Capable,Comfortable,Confident,Energetic,Fun and Entertaining,Happy,Independent,Intelligent,Interested,Lovable,Organised,Successful"
R_Y5FSLQUW5hQKGR3,30,Subtype08,Me in a bar,"Communicative,Confident,Disagreeing,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Incompetent,Indecisive,Inferior,Insecure,Intelligent,Interested,Irresponsible,Outgoing,Self-centered"
R_Y5FSLQUW5hQKGR3,30,Subtype09,Me driving,"Capable,Comfortable,Confident,Energetic,Hardworking,Immature,Independent,Intelligent,Interested,Irritable,Needed,Organised,Successful,Tense,Weary"
R_Y5FSLQUW5hQKGR3,30,Subtype10,Me in nature,"Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Interested,Lovable,Optimistic,Outgoing,Successful"
R_Y5FSLQUW5hQKGR3,30,Subtype11,Me in the ocean,"Capable,Comfortable,Confident,Energetic,Fun and Entertaining,Happy,Intelligent,Interested,Lovable,Needed,Optimistic,Organised,Outgoing,Successful"
R_Y5FSLQUW5hQKGR3,30,Subtype12,Me walking,"Capable,Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Independent,Intelligent,Interested,Mature,Optimistic,Organised,Outgoing,Successful"
R_Y5FSLQUW5hQKGR3,30,Subtype13,Me with family,"Disorganised,Immature,Incompetent,Indecisive,Inferior,Insecure,Irritable,Isolated,Like a failure,Tense,Weary"
R_Y5FSLQUW5hQKGR3,30,Subtype14,Me washing clothes,"Capable,Comfortable,Confident,Energetic,Happy,Hardworking,Independent,Interested,Mature,Needed,Organised,Successful,Weary"
R_Y5FSLQUW5hQKGR3,30,Subtype15,Me as a friend,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Intelligent,Interested,Needed,Tense,Uncomfortable"
R_2CULuO5NmKZ81dZ,13,Subtype01,me with my grandson,"Capable,Comfortable,Confident,Fun and Entertaining,Happy,Interested"
R_2CULuO5NmKZ81dZ,13,Subtype02,me playing sport (table tennis),"Capable,Comfortable,Happy,Interested,Needed,Organised,Successful"
R_2CULuO5NmKZ81dZ,13,Subtype03,me with my wider relatives,"Capable,Friendly,Organised"
R_2CULuO5NmKZ81dZ,13,Subtype04,me alone,"Capable,Communicative,Confident,Friendly,Independent"
R_2CULuO5NmKZ81dZ,13,Subtype05,me in a work situation,"Capable,Communicative,Friendly,Hardworking,Intelligent,Organised"
R_2CULuO5NmKZ81dZ,13,Subtype06,me with friends,"Comfortable,Communicative,Friendly,Happy"
R_2CULuO5NmKZ81dZ,13,Subtype07,me on holiday,"Confident,Fun and Entertaining,Happy,Interested,Organised"
R_2CULuO5NmKZ81dZ,13,Subtype08,me as a carer,"Capable,Hardworking,Insecure,Organised"
R_2CULuO5NmKZ81dZ,13,Subtype09,me as a wife,"Comfortable,Confident,Friendly,Happy,Interested,Lovable,Mature,Successful"
R_2CULuO5NmKZ81dZ,13,Subtype10,me as a mother,"Capable,Confident,Energetic,Giving,Happy,Interested,Needed"
R_2CULuO5NmKZ81dZ,13,Subtype11,me as a daughter,"Insecure,Irritable,Tense,Unloved"
R_2CULuO5NmKZ81dZ,13,Subtype12,me at church,"Comfortable,Confident,Independent,Intelligent,Organised"
R_2CULuO5NmKZ81dZ,13,Subtype13,me as a student,"Capable,Hardworking,Organised,Self-centered,Successful"
R_2ZWEX77pVSphyu0,4,Subtype01,me at grocery store,"Capable,Disagreeing,Friendly,Happy,Independent,Inferior,Interested,Mature,Optimistic,Tense,Uncomfortable"
R_2ZWEX77pVSphyu0,4,Subtype02,me at work,"Capable,Confident,Hardworking,Intelligent,Mature,Needed,Optimistic,Organised"
R_2ZWEX77pVSphyu0,4,Subtype03,me at relatives,"Capable,Confident,Energetic,Giving,Happy,Indecisive,Inferior,Intelligent,Interested,Lovable"
R_2ZWEX77pVSphyu0,4,Subtype04,me at friends',"Capable,Energetic,Happy,Indecisive,Needed"
R_cZ67PNK167E8Ypj,5,Subtype01,alone,"Disorganised,Hopeless,Insecure,Isolated,Like a failure,Mature,Sad and Blue,Tense,Unloved"
R_cZ67PNK167E8Ypj,5,Subtype02,university,"Capable,Communicative,Interested,Mature,Organised,Outgoing"
R_cZ67PNK167E8Ypj,5,Subtype03,close friends,"Confident,Giving,Happy,Intelligent,Mature"
R_cZ67PNK167E8Ypj,5,Subtype04,gaming,"Comfortable,Communicative,Energetic,Interested,Irritable,Lazy"
R_cZ67PNK167E8Ypj,5,Subtype05,with parents,"Inferior,Insecure,Outgoing,Sad and Blue,Self-centered"
R_30jesozpLBXp6vK,5,Subtype01,me with my family,"Irritable,Sad and Blue,Tense"
R_30jesozpLBXp6vK,5,Subtype02,me with my friends,"Independent,Interested,Optimistic"
R_30jesozpLBXp6vK,5,Subtype03,me with my partner,"Comfortable,Communicative,Giving,Interested,Lovable"
R_30jesozpLBXp6vK,5,Subtype04,me at work,"Hardworking,Inferior,Insecure,Tense"
R_30jesozpLBXp6vK,5,Subtype05,me in free time,"Energetic,Fun and Entertaining,Happy,Interested,Optimistic,Organised"
R_1H7PLFIRyMK381O,3,Subtype01,Me as a mother,"Comfortable,Happy,Optimistic,Organised,Successful"
R_1H7PLFIRyMK381O,3,Subtype02,Me as a wife,"Communicative,Energetic,Friendly,Happy,Needed,Optimistic,Organised,Successful"
R_1H7PLFIRyMK381O,3,Subtype03,Me as a housewife,"Interested,Lovable,Optimistic,Organised,Successful"
R_O2KiIxh4ZO7sgvv,4,Subtype01,Me at work,"Communicative,Disorganised,Hardworking"
R_O2KiIxh4ZO7sgvv,4,Subtype02,Me at home,"Comfortable,Energetic,Friendly,Hardworking,Needed,Optimistic"
R_O2KiIxh4ZO7sgvv,4,Subtype03,Me with friends,"Energetic,Friendly,Fun and Entertaining,Outgoing"
R_O2KiIxh4ZO7sgvv,4,Subtype04,Me with my running club,"Hardworking,Mature,Needed,Optimistic"
R_33gm9Mi2solRMnZ,3,Subtype01,Me between people I dont know,"Incompetent,Insecure,Tense,Uncomfortable"
R_33gm9Mi2solRMnZ,3,Subtype02,Me in work,"Capable,Communicative,Energetic,Friendly,Interested,Optimistic,Organised"
R_33gm9Mi2solRMnZ,3,Subtype03,Me during projects,"Capable,Comfortable,Energetic,Fun and Entertaining,Happy,Hardworking,Intelligent"
R_3JFBWQSPH1RoEhI,6,Subtype01,me at home,"Capable,Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Happy,Interested,Lovable,Mature,Needed,Optimistic,Organised"
R_3JFBWQSPH1RoEhI,6,Subtype02,me with my friends,"Comfortable,Communicative,Friendly,Happy,Interested,Optimistic"
R_3JFBWQSPH1RoEhI,6,Subtype03,me at work,"Capable,Comfortable,Independent,Mature,Needed"
R_3JFBWQSPH1RoEhI,6,Subtype04,me with my family,"Capable,Energetic,Friendly,Fun and Entertaining,Happy,Mature,Optimistic"
R_3JFBWQSPH1RoEhI,6,Subtype05,me as a dad,"Comfortable,Friendly,Mature"
R_3JFBWQSPH1RoEhI,6,Subtype06,me as a brother,"Comfortable,Energetic,Friendly,Happy,Mature"
R_2B9dUObRlIqBb88,4,Subtype01,Me at home,"Like a failure,Tense"
R_2B9dUObRlIqBb88,4,Subtype02,Me at uni,"Friendly,Hardworking,Intelligent,Mature,Organised"
R_2B9dUObRlIqBb88,4,Subtype03,Me online,"Capable,Comfortable,Communicative,Friendly,Fun and Entertaining,Happy,Intelligent,Interested,Organised"
R_2B9dUObRlIqBb88,4,Subtype04,Me with my friends,"Capable,Fun and Entertaining,Happy,Interested,Mature"
R_1j7CCng0NsrQ98x,5,Subtype01,me as a student,"Comfortable,Communicative,Happy,Interested,Optimistic"
R_1j7CCng0NsrQ98x,5,Subtype02,me in the gym,"Comfortable,Communicative,Confident,Energetic,Friendly"
R_1j7CCng0NsrQ98x,5,Subtype03,me with my family,"Communicative,Interested,Lovable,Mature,Needed"
R_1j7CCng0NsrQ98x,5,Subtype04,me with my peers,"Energetic,Friendly,Giving,Happy,Interested,Lazy,Lovable,Optimistic"
R_1j7CCng0NsrQ98x,5,Subtype05,me in my drama lessons,"Capable,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Independent,Interested,Lovable,Outgoing"
R_1FDMCsCTIvFDbkX,4,Subtype01,Me with my motorcycle crew,"Capable,Energetic,Friendly,Fun and Entertaining,Indecisive,Insecure"
R_1FDMCsCTIvFDbkX,4,Subtype02,Me at work,"Capable,Communicative,Confident,Hardworking,Interested,Mature,Needed,Organised,Successful,Tense"
R_1FDMCsCTIvFDbkX,4,Subtype03,Me with my family,"Disagreeing,Indecisive,Insecure,Irresponsible,Isolated"
R_1FDMCsCTIvFDbkX,4,Subtype04,Me with my girlfriend,"Comfortable,Confident,Energetic,Friendly,Happy,Interested,Lovable,Mature,Optimistic"
R_2729NBTCqIsWDKA,8,Subtype01,me at university,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Independent,Lovable,Mature,Optimistic,Organised"
R_2729NBTCqIsWDKA,8,Subtype02,me at home,"Capable,Comfortable,Communicative,Disagreeing,Disorganised,Insecure,Isolated,Lazy,Mature,Needed"
R_2729NBTCqIsWDKA,8,Subtype03,me with my brother,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Lovable,Mature,Optimistic,Organised,Outgoing"
R_2729NBTCqIsWDKA,8,Subtype04,me with my parents,"Disagreeing,Mature,Needed"
R_2729NBTCqIsWDKA,8,Subtype05,me with strangers,"Indecisive,Insecure,Weary"
R_2729NBTCqIsWDKA,8,Subtype06,me at gym,"Comfortable,Confident,Energetic,Hardworking,Mature,Optimistic"
R_2729NBTCqIsWDKA,8,Subtype07,me in Plzen,"Energetic,Friendly,Mature,Optimistic"
R_2729NBTCqIsWDKA,8,Subtype08,me in Usti,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Mature,Needed,Optimistic"
R_33mxKH6wntsP1wH,4,Subtype01,At home with family,"Capable,Comfortable,Communicative,Confident,Disorganised,Energetic,Fun and Entertaining,Immature,Irresponsible,Lazy,Lovable,Outgoing"
R_33mxKH6wntsP1wH,4,Subtype02,At university,"Capable,Comfortable,Confident,Friendly,Happy,Hardworking,Independent,Intelligent,Outgoing"
R_33mxKH6wntsP1wH,4,Subtype03,With school friends,"Comfortable,Energetic,Friendly,Intelligent,Lovable,Outgoing,Successful"
R_33mxKH6wntsP1wH,4,Subtype04,With boyfriend,"Comfortable,Confident,Energetic,Friendly,Happy,Interested,Lovable,Optimistic,Outgoing,Successful"
R_3HB3NHjG3olKyT7,5,Subtype01,Me at work,"Capable,Communicative,Confident,Friendly,Hardworking,Independent,Intelligent,Interested,Mature,Outgoing"
R_3HB3NHjG3olKyT7,5,Subtype02,Me at home,"Comfortable,Disorganised,Happy,Independent,Irritable,Lazy,Self-centered"
R_3HB3NHjG3olKyT7,5,Subtype03,Me with friends,"Communicative,Friendly,Giving,Interested,Mature,Optimistic,Organised"
R_3HB3NHjG3olKyT7,5,Subtype04,Me with family,"Comfortable,Confident,Disagreeing,Friendly,Indecisive,Interested,Mature,Self-centered,Tense"
R_3HB3NHjG3olKyT7,5,Subtype05,Me doing craft,"Capable,Confident,Giving,Happy,Hardworking,Independent,Interested,Self-centered"
R_2Wu9JQKEevWjyTg,4,Subtype01,me with my kids,"Fun and Entertaining,Irritable,Mature,Optimistic"
R_2Wu9JQKEevWjyTg,4,Subtype02,me at work,"Capable,Communicative,Organised"
R_2Wu9JQKEevWjyTg,4,Subtype03,me with friends,"Friendly,Fun and Entertaining,Happy,Optimistic"
R_2Wu9JQKEevWjyTg,4,Subtype04,me with family members,"Communicative,Intelligent,Mature,Successful"
R_1FIBfMjAULkGQQi,4,Subtype01,me at home,"Capable,Comfortable,Disagreeing,Energetic,Inferior,Insecure,Irritable,Lazy"
R_1FIBfMjAULkGQQi,4,Subtype02,me with friends,"Comfortable,Communicative,Confident,Friendly,Happy,Interested,Irritable,Optimistic,Organised,Outgoing"
R_1FIBfMjAULkGQQi,4,Subtype03,me at school,"Disorganised,Fun and Entertaining,Immature,Incompetent,Indecisive,Independent,Irresponsible,Lazy,Like a failure,Self-centered,Worthless"
R_1FIBfMjAULkGQQi,4,Subtype04,me with girlfriend,"Capable,Comfortable,Communicative,Confident,Disorganised,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Immature,Lovable,Needed,Optimistic,Outgoing,Worthless"
R_Zn0Oz4AL5x5WLDz,3,Subtype01,Me at work,"Capable,Communicative,Friendly,Interested,Mature,Successful"
R_Zn0Oz4AL5x5WLDz,3,Subtype02,Me singing,"Communicative,Incompetent,Inferior,Insecure,Tense"
R_Zn0Oz4AL5x5WLDz,3,Subtype03,Me playing pc games,"Capable,Comfortable,Communicative,Friendly,Fun and Entertaining,Happy,Intelligent,Interested"
R_2UXU1An8SYyMgc4,5,Subtype01,me with family,"Capable,Comfortable,Communicative,Inferior,Intelligent,Organised"
R_2UXU1An8SYyMgc4,5,Subtype02,me alone,"Capable,Comfortable,Happy,Indecisive,Independent,Insecure,Intelligent,Interested,Irresponsible,Irritable,Lazy,Mature,Optimistic,Organised,Sad and Blue,Self-centered"
R_2UXU1An8SYyMgc4,5,Subtype03,me at university,"Friendly,Indecisive,Inferior,Insecure,Interested,Isolated"
R_2UXU1An8SYyMgc4,5,Subtype04,me with close friends,"Capable,Comfortable,Communicative,Confident,Disagreeing,Friendly,Happy,Indecisive,Independent,Intelligent,Mature"
R_2UXU1An8SYyMgc4,5,Subtype05,me with people I don't know,"Incompetent,Inferior,Insecure,Weary"
R_1q8JDnPQloaYu7u,6,Subtype01,me being drunk,"Comfortable,Communicative,Confident,Disorganised,Energetic,Friendly,Fun and Entertaining,Happy,Irresponsible,Optimistic,Outgoing"
R_1q8JDnPQloaYu7u,6,Subtype02,me at work,"Capable,Friendly,Hardworking,Independent,Interested,Mature"
R_1q8JDnPQloaYu7u,6,Subtype03,me at home,"Comfortable,Communicative,Confident,Disagreeing,Disorganised,Indecisive,Interested,Lazy"
R_1q8JDnPQloaYu7u,6,Subtype04,me with friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Intelligent,Lovable,Optimistic,Outgoing"
R_1q8JDnPQloaYu7u,6,Subtype05,me with girlfriends,"Communicative,Disagreeing,Fun and Entertaining,Intelligent,Irritable,Lovable"
R_1q8JDnPQloaYu7u,6,Subtype06,me with further family,"Disagreeing,Friendly,Insecure,Irritable,Tense,Uncomfortable"
R_1Lwh3I66FWCbMHm,8,Subtype01,me at work,"Capable,Confident,Disorganised,Friendly,Happy,Indecisive,Insecure,Interested,Tense"
R_1Lwh3I66FWCbMHm,8,Subtype02,me doing sports,"Capable,Energetic,Happy,Interested"
R_1Lwh3I66FWCbMHm,8,Subtype03,me focused,"Friendly,Intelligent,Interested,Optimistic,Successful"
R_1Lwh3I66FWCbMHm,8,Subtype04,me stressed,"Hopeless,Indecisive,Like a failure,Uncomfortable"
R_1Lwh3I66FWCbMHm,8,Subtype05,me overthinking,"Hopeless,Incompetent,Indecisive,Insecure,Irritable,Tense,Uncomfortable"
R_1Lwh3I66FWCbMHm,8,Subtype06,me while do not care,Self-centered
R_1Lwh3I66FWCbMHm,8,Subtype07,me as cold person,"Isolated,Unloved,Worthless"
R_1Lwh3I66FWCbMHm,8,Subtype08,me as proud,"Happy,Lovable,Weary"
R_oZY8hiWyP491WEh,6,Subtype01,me with my family,"Capable,Comfortable,Fun and Entertaining,Happy,Interested,Lovable,Needed,Organised"
R_oZY8hiWyP491WEh,6,Subtype02,me watching drama,"Comfortable,Fun and Entertaining,Happy,Isolated"
R_oZY8hiWyP491WEh,6,Subtype03,me as a sister,"Capable,Comfortable,Communicative,Friendly,Giving,Happy,Lovable,Mature,Organised"
R_oZY8hiWyP491WEh,6,Subtype04,me at home,"Comfortable,Disorganised,Fun and Entertaining,Isolated,Lazy"
R_oZY8hiWyP491WEh,6,Subtype05,me as an introvert,Isolated
R_oZY8hiWyP491WEh,6,Subtype06,me at university,"Comfortable,Communicative,Hardworking,Independent,Intelligent,Organised,Successful"
R_3nCpzfu3JTrHrVf,2,Subtype01,me at work,"Capable,Communicative,Confident,Friendly,Hardworking,Organised,Self-centered"
R_3nCpzfu3JTrHrVf,2,Subtype02,me at home with family,"Comfortable,Confident,Disorganised,Friendly,Fun and Entertaining,Needed"
R_2TFDiavKJv05zvq,9,Subtype01,me at work,"Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Independent,Insecure,Intelligent,Interested,Lovable,Mature,Needed,Organised"
R_2TFDiavKJv05zvq,9,Subtype02,me with family,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Intelligent,Lovable,Outgoing"
R_2TFDiavKJv05zvq,9,Subtype03,me with friends,"Confident,Energetic,Friendly,Fun and Entertaining,Happy,Incompetent,Intelligent,Lovable,Needed,Optimistic,Outgoing,Uncomfortable,Weary"
R_2TFDiavKJv05zvq,9,Subtype04,me with childhood friends,"Communicative,Friendly,Hopeless,Indecisive,Inferior,Insecure,Interested,Mature,Sad and Blue,Tense,Uncomfortable,Unloved,Weary"
R_2TFDiavKJv05zvq,9,Subtype05,me doing art,"Capable,Comfortable,Confident,Fun and Entertaining,Happy,Hardworking,Indecisive,Intelligent,Interested,Lovable,Optimistic,Organised,Successful"
R_2TFDiavKJv05zvq,9,Subtype06,me doing school work,"Communicative,Friendly,Indecisive,Insecure,Intelligent,Interested,Lazy,Like a failure,Mature,Tense,Uncomfortable"
R_2TFDiavKJv05zvq,9,Subtype07,me doing my hobby,"Comfortable,Confident,Fun and Entertaining,Happy,Hardworking,Indecisive,Independent,Intelligent,Interested,Lovable,Mature,Organised,Successful"
R_2TFDiavKJv05zvq,9,Subtype08,me listening to music,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Indecisive,Intelligent,Interested,Lovable,Mature,Needed,Optimistic,Organised"
R_2TFDiavKJv05zvq,9,Subtype09,me dressing up,"Disagreeing,Hopeless,Incompetent,Indecisive,Inferior,Insecure,Irritable,Like a failure,Uncomfortable,Unloved,Worthless"
R_TdtegzRkR8aI0Rr,4,Subtype01,Me with family,"Comfortable,Communicative,Energetic"
R_TdtegzRkR8aI0Rr,4,Subtype02,Me with boyfriend,"Communicative,Energetic,Happy,Insecure,Lovable,Tense"
R_TdtegzRkR8aI0Rr,4,Subtype03,Me alone,"Disorganised,Independent,Lazy,Sad and Blue"
R_TdtegzRkR8aI0Rr,4,Subtype04,Me at university,"Inferior,Insecure,Mature,Tense"
R_1EhuIb3bIWPW99Q,5,Subtype01,me at university very happy,"Communicative,Energetic,Friendly,Happy,Independent,Intelligent,Interested,Optimistic,Organised"
R_1EhuIb3bIWPW99Q,5,Subtype02,me with my friends enthusiastic,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Optimistic"
R_1EhuIb3bIWPW99Q,5,Subtype03,me doing sports calm,"Communicative,Energetic,Fun and Entertaining,Happy,Hardworking"
R_1EhuIb3bIWPW99Q,5,Subtype04,me listening music calm,"Needed,Optimistic"
R_1EhuIb3bIWPW99Q,5,Subtype05,me with my family happy,"Communicative,Energetic,Friendly,Fun and Entertaining,Happy,Lovable,Needed,Optimistic,Outgoing"
R_Zlw4ncZ5CEVTJN7,7,Subtype01,me with family,"Confident,Intelligent,Irritable,Mature,Organised,Outgoing,Successful"
R_Zlw4ncZ5CEVTJN7,7,Subtype02,me with boyfriend,"Capable,Comfortable,Communicative,Confident,Energetic,Fun and Entertaining,Giving,Happy,Independent,Interested,Lovable,Mature,Needed,Optimistic,Worthless"
R_Zlw4ncZ5CEVTJN7,7,Subtype03,me in the sport centre,"Capable,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Optimistic,Organised"
R_Zlw4ncZ5CEVTJN7,7,Subtype04,me with friends,"Comfortable,Communicative,Energetic,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Lovable,Mature,Needed,Optimistic,Successful"
R_Zlw4ncZ5CEVTJN7,7,Subtype05,me at university,"Capable,Hardworking,Independent,Intelligent,Interested,Isolated,Mature,Organised,Self-centered,Successful"
R_Zlw4ncZ5CEVTJN7,7,Subtype06,me with theatre company,"Friendly,Insecure,Intelligent,Lovable,Optimistic,Organised,Uncomfortable"
R_Zlw4ncZ5CEVTJN7,7,Subtype07,me alone,"Confident,Energetic,Giving,Insecure,Intelligent,Mature,Optimistic,Tense"
R_3EK0S59p7aquGSC,6,Subtype01,me in home,"Confident,Hopeless,Intelligent,Isolated,Lazy,Sad and Blue"
R_3EK0S59p7aquGSC,6,Subtype02,me with my friends,"Confident,Energetic,Friendly,Fun and Entertaining,Happy,Optimistic"
R_3EK0S59p7aquGSC,6,Subtype03,me in school,"Communicative,Disorganised,Hardworking,Mature,Unloved"
R_3EK0S59p7aquGSC,6,Subtype04,me with girlfriend,"Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Happy,Hopeless,Intelligent,Interested,Lovable,Mature,Needed,Optimistic"
R_3EK0S59p7aquGSC,6,Subtype05,me with online friends,"Confident,Energetic,Fun and Entertaining,Happy,Intelligent,Lovable,Optimistic,Successful"
R_3EK0S59p7aquGSC,6,Subtype06,me as older brother,"Capable,Confident,Friendly,Intelligent,Mature,Organised"
R_3e4POfE2CFUh8Cw,3,Subtype01,Me at home,"Comfortable,Fun and Entertaining,Immature,Independent,Interested,Optimistic,Organised"
R_3e4POfE2CFUh8Cw,3,Subtype02,Me at the University,"Capable,Communicative,Confident,Energetic,Friendly,Giving,Indecisive,Intelligent,Interested,Mature,Organised,Outgoing,Tense"
R_3e4POfE2CFUh8Cw,3,Subtype03,Me with friends,"Comfortable,Communicative,Confident,Disagreeing,Disorganised,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Immature,Indecisive,Intelligent,Interested,Lovable,Mature,Needed,Optimistic,Outgoing"
R_3pg67cDBCI3ZS6z,1,Subtype01,me at university,"Disagreeing,Energetic,Giving,Hopeless,Independent,Inferior,Intelligent,Lazy,Mature,Needed,Successful,Tense"
R_1Nh3tv1x4kjtCIa,6,Subtype01,me at school,"Energetic,Friendly,Insecure,Interested,Mature,Organised"
R_1Nh3tv1x4kjtCIa,6,Subtype02,me with my friends,"Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Lovable,Outgoing"
R_1Nh3tv1x4kjtCIa,6,Subtype03,me doing art,"Capable,Interested,Irritable,Isolated,Successful,Tense"
R_1Nh3tv1x4kjtCIa,6,Subtype04,e as a sister,"Disagreeing,Insecure,Intelligent,Like a failure,Mature,Worthless"
R_1Nh3tv1x4kjtCIa,6,Subtype05,with parents,"Giving,Inferior,Insecure,Organised,Sad and Blue"
R_1Nh3tv1x4kjtCIa,6,Subtype06,with partners,"Disagreeing,Inferior,Irresponsible,Irritable,Sad and Blue,Tense"
R_2yseIIKRbwF1HTm,3,Subtype01,me at university,"Capable,Comfortable,Interested,Optimistic,Organised,Self-centered,Tense"
R_2yseIIKRbwF1HTm,3,Subtype02,me with my friends,"Communicative,Energetic,Friendly,Happy,Immature,Outgoing"
R_2yseIIKRbwF1HTm,3,Subtype03,me alone,"Indecisive,Irritable,Tense,Weary"
R_2VfQZtxyh39RYtC,8,Subtype01,me in university,"Capable,Confident,Disagreeing,Disorganised,Friendly,Indecisive,Independent,Intelligent,Interested,Irritable,Lazy,Optimistic,Outgoing,Uncomfortable"
R_2VfQZtxyh39RYtC,8,Subtype02,me with parents,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Interested,Lovable,Mature,Optimistic,Outgoing"
R_2VfQZtxyh39RYtC,8,Subtype03,me with friends,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Indecisive,Independent,Lovable,Mature,Needed,Optimistic,Outgoing,Successful"
R_2VfQZtxyh39RYtC,8,Subtype04,me with organizations,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Intelligent,Interested,Lovable,Mature,Needed,Organised,Outgoing,Successful"
R_2VfQZtxyh39RYtC,8,Subtype05,me with work,"Capable,Communicative,Confident,Friendly,Giving,Happy,Hardworking,Independent,Intelligent,Interested,Mature,Needed,Optimistic,Organised,Outgoing,Successful,Tense"
R_2VfQZtxyh39RYtC,8,Subtype06,me with music,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Lovable,Optimistic,Outgoing"
R_2VfQZtxyh39RYtC,8,Subtype07,me with sleeping,"Capable,Comfortable,Confident,Disorganised,Indecisive,Interested,Irresponsible,Lazy,Mature,Needed,Uncomfortable"
R_2VfQZtxyh39RYtC,8,Subtype08,me with movies,"Capable,Comfortable,Friendly,Fun and Entertaining,Happy,Interested,Optimistic,Outgoing"
R_25KGSTXWW8NKbJu,5,Subtype01,me as a daughter,"Disorganised,Hardworking,Incompetent,Irresponsible,Lazy,Self-centered,Tense,Uncomfortable,Unloved,Worthless"
R_25KGSTXWW8NKbJu,5,Subtype02,me as a wife,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Independent,Intelligent,Interested,Lovable,Mature,Optimistic,Outgoing"
R_25KGSTXWW8NKbJu,5,Subtype03,me with my close neighbours,"Capable,Disagreeing,Disorganised,Incompetent,Irresponsible,Irritable,Isolated,Lazy,Like a failure,Tense,Uncomfortable,Unloved,Worthless"
R_25KGSTXWW8NKbJu,5,Subtype04,me investing,"Capable,Comfortable,Energetic,Happy,Hardworking,Intelligent,Interested,Mature,Optimistic"
R_25KGSTXWW8NKbJu,5,Subtype05,me playing piano,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Intelligent,Interested,Lovable,Mature,Optimistic,Organised,Successful"
R_2xxYYrtfMQmcMPB,5,Subtype01,me at home,"Disagreeing,Independent,Insecure,Irresponsible,Irritable,Lazy,Self-centered,Tense,Uncomfortable"
